STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LVA,Latvia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,207.262,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PER,Peru,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,15.948,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KAZ,Kazakhstan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,89.892,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CYP,Cyprus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,5.16,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CRI,Costa Rica,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,62.557,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MMR,Myanmar,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,45.651,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JOR,Jordan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,11.29,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MLT,Malta,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,97.695,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CMR,Cameroon,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,5.225,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KHM,Cambodia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,0.052,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ISL,Iceland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,3.189,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NGA,Nigeria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,4.908,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SEN,Senegal,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,0.477,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LAO,Lao People’s Democratic Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,4.052,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,COD,Democratic Republic of the Congo,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,0.094,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,STP,Sao Tome and Principe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,0.085,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BRN,Brunei Darussalam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,0.622,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HUN,Hungary,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,3200.94,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGR,Bulgaria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,168.174,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,GRC,Greece,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,195.421,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BEL,Belgium,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,1547.38,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IDN,Indonesia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,4366.216,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,FIN,Finland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,2664.26,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MYS,Malaysia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,22010.939,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CZE,Czechia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,4154.296,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KOR,Korea,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,102759.215,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JPN,Japan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,57224.794,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,DNK,Denmark,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,2771.213,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHN,China (People’s Republic of),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,308712.582,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUT,Austria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,4171.863,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUS,Australia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,663.425,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,RUS,Russia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,2210.852,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CAN,Canada,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,5926.617,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,FRA,France,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,16113.628,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,58898.715,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IND,India,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,4251.321,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ITA,Italy,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2016,,8181.103,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CIV,Côte d’Ivoire,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,0,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IND,India,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,3961.222,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHN,China (People’s Republic of),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,359432.214,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BRA,Brazil,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,855.437,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IDN,Indonesia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,4252.049,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGR,Bulgaria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,201.478,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HRV,Croatia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,124.116,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EGY,Egypt,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,189.533,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HKG,Hong Kong (China),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,331.224,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CYP,Cyprus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,10.695,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JOR,Jordan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,15.032,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KAZ,Kazakhstan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,43.628,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CMR,Cameroon,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,5.386,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KHM,Cambodia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,0.059,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,COD,Democratic Republic of the Congo,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,0.165,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BLR,Belarus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,253.633,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BRN,Brunei Darussalam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,0.655,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LAO,Lao People’s Democratic Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,3.926,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,STP,Sao Tome and Principe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,0.046,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,WXOECD,Non-OECD economies,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,559589.549,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BRN,Brunei Darussalam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,0.409,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,OECD,OECD,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,305237.899,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AGO,Angola,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,12.574,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LAO,Lao People’s Democratic Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,3.934,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,E,Europe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,118890.032,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,COD,Democratic Republic of the Congo,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,0.285,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU27_2020,European Union (27 countries from 01/02/2020),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,99213.731,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SEN,Senegal,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,1.308,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NGA,Nigeria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,10.254,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KHM,Cambodia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,0.107,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,APEC,APEC,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,396786.138,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CMR,Cameroon,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,2.532,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KAZ,Kazakhstan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,103.451,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MLT,Malta,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,104.219,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MMR,Myanmar,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,38.937,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2_S8,Eastern and South-eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,629517.075,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JOR,Jordan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,10.037,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU28XEU15,European Union 28 excluding European Union 15 countries,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,19259.603,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TUN,Tunisia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,413.81,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CYP,Cyprus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,19.812,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PER,Peru,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,13.905,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,UKR,Ukraine,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,58.142,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGD,Bangladesh,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,34.643,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HKG,Hong Kong (China),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,475.51,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SGP,Singapore,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2022,,57671.081,,6,Millions
